Líf- lækna- og náttúrufræði	Hvað er "pons" í heilanum	Brú	Hvað er pons í heilanum
Líf- lækna- og náttúrufræði	Hvað er Rheum Rhaponticum	Rabarbari	Hvað er Rheum Rhaponticum
Líf- lækna- og náttúrufræði	Hvað er sambærilegt íslenskt heiti á hinu danska skordýraheiti "regnorm"	Ánamaðkur	Hvað er sambærilegt íslenskt heiti á hinu danska skordýraheiti regnorm 
Líf- lækna- og náttúrufræði	Hvað er sambærilegt íslenskt nafn á hinu sænska skordýraheiti "daggmask"	Ánamaðkur	Hvað er sambærilegt íslenskt nafn á hinu sænska skordýraheiti daggmask 
Líf- lækna- og náttúrufræði	Hvað er sá titlaður sem vinnur við að rannsaka snáka	Skriðdýrafræðingur	Hvað er sá titlaður sem vinnur við að rannsaka snáka
Líf- lækna- og náttúrufræði	Hvað er "skeggþerna"	Fugl	Hvað er skeggþerna 
Líf- lækna- og náttúrufræði	Hvað fann Ernest Starling fyrstur manna árið 1902	Hormóna	Hvað fann Ernest Starling fyrstur manna árið nítján hundruð og tvö
Líf- lækna- og náttúrufræði	Hvað heita blómin á bláberjalyngi	Sætukoppar	Hvað heita blómin á bláberjalyngi
Líf- lækna- og náttúrufræði	Hvað kallast dýrið "Canis latrans" í daglegu máli	Sléttuúlfur	Hvað kallast dýrið Canis latrans í daglegu máli
Líf- lækna- og náttúrufræði	Hvað kallast laufblöð holtasóleyjar	Rjúpnalauf	Hvað kallast laufblöð holtasóleyjar
Líf- lækna- og náttúrufræði	Hvað kallast mosquito flugurnar sem bera guluveiki	Aedes	Hvað kallast mosquito flugurnar sem bera guluveiki
Líf- lækna- og náttúrufræði	Hvar er Ljubljana höfuðborg	Slóveníu	Hvar er Ljubljana höfuðborg
Líf- lækna- og náttúrufræði	Hvar í líkamanum er his-knippi	Hjartanu	Hvar í líkamanum er his knippi
Líf- lækna- og náttúrufræði	Hver er aðalfæða hins smágerða fugls glókolls	Sitkalús	Hver er aðalfæða hins smágerða fugls glókolls
Líf- lækna- og náttúrufræði	Hver er faðir líflandafræðinnar	Alfred Wallace	Hver er faðir líflandafræðinnar
Líf- lækna- og náttúrufræði	Hver er minnsti fugl Íslands	Glókollur	Hver er minnsti fugl Íslands
Líf- lækna- og náttúrufræði	Hver er stærsta eðla heims	Komodo dreki	Hver er stærsta eðla heims
Líf- lækna- og náttúrufræði	Hver eru helstu einkenni sjúkdómsins progeria	Ótímabær öldrun	Hver eru helstu einkenni sjúkdómsins progeria
Líf- lækna- og náttúrufræði	Hver fann upp pensilínið	Sir Alexander Fleming	Hver fann upp pensilínið
Líf- lækna- og náttúrufræði	Hver fékk Nóbelsverðlaunin í læknisfræði árið 1901	Emil Adolf von Behring	Hver fékk Nóbelsverðlaunin í læknisfræði árið nítján hundruð og eitt
Líf- lækna- og náttúrufræði	Hver fékk Nóbelsverðlaunin í læknisfræði árið 1902	Ronald Ross	Hver fékk Nóbelsverðlaunin í læknisfræði árið nítján hundruð og tvö
Líf- lækna- og náttúrufræði	Hver fékk Nóbelsverðlaunin í læknisfræði árið 1903	Niels Ryberg Finsen	Hver fékk Nóbelsverðlaunin í læknisfræði árið nítján hundruð og þrjú
Líf- lækna- og náttúrufræði	Hver fékk Nóbelsverðlaunin í læknisfræði árið 1904	Ivan Petrovich Pavlov	Hver fékk Nóbelsverðlaunin í læknisfræði árið nítján hundruð og fjögur
Líf- lækna- og náttúrufræði	Hver fékk Nóbelsverðlaunin í læknisfræði árið 1905	Robert Koch	Hver fékk Nóbelsverðlaunin í læknisfræði árið nítján hundruð og fimm
Líf- lækna- og náttúrufræði	Hver fékk Nóbelsverðlaunin í læknisfræði árið 1907	Charles Louis Alphonse Laveran	Hver fékk Nóbelsverðlaunin í læknisfræði árið nítján hundruð og sjö
Líf- lækna- og náttúrufræði	Hver fékk Nóbelsverðlaunin í læknisfræði árið 1909	Emil Theodor Kocher	Hver fékk Nóbelsverðlaunin í læknisfræði árið nítján hundruð og níu
Líf- lækna- og náttúrufræði	Hver fékk Nóbelsverðlaunin í læknisfræði árið 1910	Albrecht Kossel	Hver fékk Nóbelsverðlaunin í læknisfræði árið nítján hundruð og tíu
Líf- lækna- og náttúrufræði	Hver hefur verið nefndur faðir vísindalegrar efnishyggju	Demókrítos	Hver hefur verið nefndur faðir vísindalegrar efnishyggju
Líf- lækna- og náttúrufræði	Hverjir fengu Nóbelsverðlaunin í læknisfræði árið 2003	Paul Lauterbur og Sir Peter Mansfield	Hverjir fengu Nóbelsverðlaunin í læknisfræði árið tvö þúsund og þrjú
Líf- lækna- og náttúrufræði	Hvernig dýr er blökkukóngur	Sækuðungur	Hvernig dýr er blökkukóngur
Líf- lækna- og náttúrufræði	Hver prófar fyrsta bóluefnið (1796)	Edward Jenner	Hver prófar fyrsta bóluefnið sautján hundruð níutíu og sex 
Líf- lækna- og náttúrufræði	Hver réði fram úr "dansinum" sem hunangsflugur nota til að miðla milli sín upplýsinga um staðsetningu blóma	Karl von Frisch	Hver réði fram úr dansinum sem hunangsflugur nota til að miðla milli sín upplýsinga um staðsetningu blóma
Líf- lækna- og náttúrufræði	Hversu löng er tunga gíraffans (í cm)	50	Hversu löng er tunga gíraffans í cm 
Líf- lækna- og náttúrufræði	Hversu margar tegundir ánamaðka hafa fundist á Íslandi	12	Hversu margar tegundir ánamaðka hafa fundist á Íslandi
Líf- lækna- og náttúrufræði	Hvert er eina spendýrið sem lifir í Bajkalvatni	Bajkalselur	Hvert er eina spendýrið sem lifir í Bajkalvatni
Líf- lækna- og náttúrufræði	Hvert er fræðiheiti á bleikju	Salvelinus alpinus	Hvert er fræðiheiti á bleikju
Líf- lækna- og náttúrufræði	Hvert er íslenska nafn fuglsins "kestrel"	Turnfálki	Hvert er íslenska nafn fuglsins kestrel 
Líf- lækna- og náttúrufræði	Hvert er samheitið yfir eldstöðvar sem urðu til í miklum flæðigosum	Dyngjur	Hvert er samheitið yfir eldstöðvar sem urðu til í miklum flæðigosum
Líf- lækna- og náttúrufræði	Í hvaða borg fundust fyrstu tilfelli alnæmis	Los Angeles	Í hvaða borg fundust fyrstu tilfelli alnæmis
Líf- lækna- og náttúrufræði	Sé maður haldinn "ceraunophobia", hvað hræðist maður þá	Þrumur	Sé maður haldinn ceraunophobia hvað hræðist maður þá
Líf- lækna- og náttúrufræði	Sé maður haldinn "ornithophobia", hvað hræðist maður þá	Fugla	Sé maður haldinn ornithophobia hvað hræðist maður þá
Lögfræði	Hvaða merkismaður í Biblíunni var frá Úr	Abraham	Hvaða merkismaður í Biblíunni var frá Úr
Lögfræði	Hvaða lagabók var tekin í gildi á Íslandi á árunum 1271-3	Járnsíða	Hvaða lagabók var tekin í gildi á Íslandi á árunum tólf hundruð sjötíu og eitt til þrjú
Lögfræði	Hvaða lagabók var tekin í gildi á Íslandi árið 1281	Jónsbók	Hvaða lagabók var tekin í gildi á Íslandi árið tólf hundruð áttatíu og eitt
Lögfræði	Hvað hétu fystu lög Íslands	Úlfljótslög	Hvað hétu fystu lög Íslands
Lögfræði	Í hvaða lögbók er kafli sem heitir Vígslóði	Grágás	Í hvaða lögbók er kafli sem heitir Vígslóði
Lögfræði	Um hvað fjallaði bandaríski hæstaréttardómurinn "Roe vs Wade"	Fóstureyðingar	Um hvað fjallaði bandaríski hæstaréttardómurinn Roe versus Wade 
Lögfræði	Gömul lög segja það bannað að berja eiginkonu sína með neinu breiðara en þumli, hvaða orð tengt þessu er enn notað	Þumalputtareglan	Gömul lög segja það bannað að berja eiginkonu sína með neinu breiðara en þumli hvaða orð tengt þessu er enn notað
Stjörnufræði	Á hvaða plánetu í okkar sólkerfi er stór rauður flekkur	Júpiter	Á hvaða plánetu í okkar sólkerfi er stór rauður flekkur
Stjörnufræði	Á milli hvaða reikistjarna í sólkerfinu okkar er flesta loftsteinana að finna	Mars og Júpíter	Á milli hvaða reikistjarna í sólkerfinu okkar er flesta loftsteinana að finna
Stjörnufræði	Hvaða ljósi endurkastar tunglið sem gerir það að verkum að við sjáum það	Sólarljósi	Hvaða ljósi endurkastar tunglið sem gerir það að verkum að við sjáum það
Stjörnufræði	Hvaða reikistjarna í sólkerfinu okkar er þyngri en allar aðrar reikistjörnur í sólkerfinu samanlagðar	Júpíter	Hvaða reikistjarna í sólkerfinu okkar er þyngri en allar aðrar reikistjörnur í sólkerfinu samanlagðar
Stjörnufræði	Hvaða stjörnumerki er næst á undann Steingeitinni	Bogamaður	Hvaða stjörnumerki er næst á undann Steingeitinni
Stjörnufræði	Hvaða stjörnumerki kemur næst á eftir Hrútnum	Naut	Hvaða stjörnumerki kemur næst á eftir Hrútnum
Stjörnufræði	Hvaða stjörnumerki kemur næst á eftir Nautinu	Tvíburi	Hvaða stjörnumerki kemur næst á eftir Nautinu
Stjörnufræði	Hvaða stjörnumerki kemur næst á eftir Sporðdrekanum	Bogamaðurinn	Hvaða stjörnumerki kemur næst á eftir Sporðdrekanum
Stjörnufræði	Hvað er talið vera í miðju vetrarbrautarinnar	Svarthol	Hvað er talið vera í miðju vetrarbrautarinnar
Stjörnufræði	Hvað heitir stjörnukerfið sem jörðin er í	Sólkerfið	Hvað heitir stjörnukerfið sem jörðin er í
Stjörnufræði	Hvað lengist um 0.001 sekúndu á hverri öld	Dagurinn	Hvað lengist um núll punktur núll núll einn sekúndu á hverri öld
Stjörnufræði	Hver er rauða reikistjarnan	Mars	Hver er rauða reikistjarnan
Stjörnufræði	Hvernig eru ský Venus á litin	Gul	Hvernig eru ský Venus á litin
Stjörnufræði	Hvert er innsta af tunglum júpiters	Io	Hvert er innsta af tunglum júpiters
Stjörnufræði	Úr hvaða efni eru hringir Satúrns aðallega úr	Ís	Úr hvaða efni eru hringir Satúrns aðallega úr
Stjörnufræði	Á sporbaug um hvaða plánetu er tunglið Evrópa	Júpíter	Á sporbaug um hvaða plánetu er tunglið Evrópa
Stjörnufræði	Hvaða pláneta er nefnd eftir rómverska ástarguðnum	Venus	Hvaða pláneta er nefnd eftir rómverska ástarguðnum
Stjörnufræði	Hvaða pláneta er níunda frá sólu	Plútó	Hvaða pláneta er níunda frá sólu
Stjörnufræði	Hvaða pláneta er þriðja frá sólu	Jörðin	Hvaða pláneta er þriðja frá sólu
Stjörnufræði	Hvaða reikistjarna er oft kölluð "Rauða Plánettan"	Mars	Hvaða reikistjarna er oft kölluð Rauða Plánettan 
Stjörnufræði	Hvaða reikistjarna í sólkerfinu okkar er nálægast jörðinni	Venus	Hvaða reikistjarna í sólkerfinu okkar er nálægast jörðinni
Stjörnufræði	Hvaða reikistjarna í sólkerfinu okkar hefur mesta þyngdaraflið	Júpíter	Hvaða reikistjarna í sólkerfinu okkar hefur mesta þyngdaraflið
Stjörnufræði	Hvaða reikistjarna í sólkerfinu okkar í líkust jörðinni að stærð og massa	Venus	Hvaða reikistjarna í sólkerfinu okkar í líkust jörðinni að stærð og massa
Stjörnufræði	Hvaða stjörnumerki kemur á eftir Meyjunni	Vogin	Hvaða stjörnumerki kemur á eftir Meyjunni
Stjörnufræði	Hvaða stjörnumerki kemur næst á eftir Bogmanninum	Steingeitin	Hvaða stjörnumerki kemur næst á eftir Bogmanninum
Stjörnufræði	Hvaða stjörnumerki kemur næst á eftir Fiskunum	Hrúturinn	Hvaða stjörnumerki kemur næst á eftir Fiskunum
Stjörnufræði	Hvaða stjörnumerki kemur næst á eftir Krabbanum	Ljónið	Hvaða stjörnumerki kemur næst á eftir Krabbanum
Stjörnufræði	Hvaða stjörnumerki kemur næst á eftir Ljóninu	Meyjan	Hvaða stjörnumerki kemur næst á eftir Ljóninu
Stjörnufræði	Hvaða stjörnumerki kemur næst á eftir Meyjunni	Vogin	Hvaða stjörnumerki kemur næst á eftir Meyjunni
Stjörnufræði	Hvaða stjörnumerki kemur næst á eftir Tvíburanum	Krabbinn	Hvaða stjörnumerki kemur næst á eftir Tvíburanum
Stjörnufræði	Hvaða þjóð byrjuði að nota orðið "Astro"	Grikkir	Hvaða þjóð byrjuði að nota orðið Astro 
Stjörnufræði	Hvað eru margar reikistjörnunur í sólkerfinu okkar	8	Hvað eru margar reikistjörnunur í sólkerfinu okkar
Stjörnufræði	Hvað hefur Mars mörg tungl	Tvö	Hvað hefur Mars mörg tungl
Stjörnufræði	Hver er eina reikistjarna í sólkerfinu okkar sem dregur ekki nafn sitt úr Rómverskum eða Grískum goðsögnum	Jörðin	Hver er eina reikistjarna í sólkerfinu okkar sem dregur ekki nafn sitt úr Rómverskum eða Grískum goðsögnum
Stjörnufræði	Hvaða er M31 betur þekkt sem	Andromeda	Hvaða er M þrjátíu og eitt betur þekkt sem
Stjörnufræði	Hvaða reikistjarna hefur "Rauða blettinn"	Júpiter	Hvaða reikistjarna hefur Rauða blettinn 
Stjörnufræði	Hvaða stjörnumerki er næst á eftir steingeitinni	Vatnsberi	Hvaða stjörnumerki er næst á eftir steingeitinni
Stjörnufræði	Hvaða stjörnumerki kemur næst á eftir Vatnsbera	Fiskur	Hvaða stjörnumerki kemur næst á eftir Vatnsbera
Stjörnufræði	Hvaða stjörnumerki kemur næst á eftir Voginni	Sporðdrekinn	Hvaða stjörnumerki kemur næst á eftir Voginni
Stjörnufræði	Hvað er nálægasta spíral stjörnuþoka frá okkur	Andromedia	Hvað er nálægasta spíral stjörnuþoka frá okkur
Stjörnufræði	Hvert átti Beagle 2 að fara	Mars	Hvert átti Beagle tvö að fara
Stjörnufræði	Á hvaða plánetu er Olympus Mons, stærsta eldfjall sólkerfisins	Mars	Á hvaða plánetu er Olympus Mons stærsta eldfjall sólkerfisins
Stjörnufræði	Á hvaða plánetu er stærsta þekkta fjall sólkerfisins	Mars	Á hvaða plánetu er stærsta þekkta fjall sólkerfisins
Stjörnufræði	Á hvaða plánetu myndir þú finna "Tharsis Montes"	Mars	Á hvaða plánetu myndir þú finna Tharsis Montes 
Stjörnufræði	Á hvaða reikistjörnu er "Solis Lacus" að finna	Mars	Á hvaða reikistjörnu er Solis Lacus að finna
Stjörnufræði	Hvaða halastjarna kom svo nálægt Júpiter árið 1993 að hún brotnaði upp útaf rosalegu þyngdarafli Júpiters	Shoemaker-Levy	Hvaða halastjarna kom svo nálægt Júpiter árið nítján hundruð níutíu og þrjú að hún brotnaði upp útaf rosalegu þyngdarafli Júpiters
Stjörnufræði	Hvaða pláneta er sjöunda frá sólu	Úranus	Hvaða pláneta er sjöunda frá sólu
Stjörnufræði	Hvaða pláneta var uppgötvuð 1930	Plútó	Hvaða pláneta var uppgötvuð nítján hundruð og þrjátíu
Stjörnufræði	Hvaða reikistjarna er nefnd eftir Rómverska Guði jarðræktar	Saturn	Hvaða reikistjarna er nefnd eftir Rómverska Guði jarðræktar
Stjörnufræði	Hvaða reikistjarna hefur möndulsnúning í gagnstæða átt við möndulsnúning jarðarinnar	Venus	Hvaða reikistjarna hefur möndulsnúning í gagnstæða átt við möndulsnúning jarðarinnar
Stjörnufræði	Hvaða reikistjarna í sólkerfinu okkar snýst hægast um sjálfan sig	Venus	Hvaða reikistjarna í sólkerfinu okkar snýst hægast um sjálfan sig
Stjörnufræði	Hvaða reikistjörnur í sólkerfinu okkar hafa engin tungl	Merkúríus og Venus	Hvaða reikistjörnur í sólkerfinu okkar hafa engin tungl
Stjörnufræði	Hvaða reikistjörnu tilheyra tunglin Ariel og Umbriel	Úranus	Hvaða reikistjörnu tilheyra tunglin Ariel og Umbriel
Stjörnufræði	Hvaða reikistjörnu tilheyra tunglin Phobos og Deimos	Mars	Hvaða reikistjörnu tilheyra tunglin Phobos og Deimos
Stjörnufræði	Hvað ár fór könnunargeimfarið Pioneer 10 fram hjá reikistjörnunni Plútó	1987	Hvað ár fór könnunargeimfarið Pioneer tíu fram hjá reikistjörnunni Plútó
Stjörnufræði	Hvað átti Giotto ómannaða könnunarfarið að kanna	Halastjörnu	Hvað átti Giotto ómannaða könnunarfarið að kanna
Stjörnufræði	Hvað er stjarna sem er að fara springa kölluð	Supernova	Hvað er stjarna sem er að fara springa kölluð
Stjörnufræði	Hvað er talið að falli saman til að mynda svarthol	Stjarna	Hvað er talið að falli saman til að mynda svarthol
Stjörnufræði	Hvað heitir geimfarið sem fór út úr sólkerfinu okkar árið 1983	Pioneer	Hvað heitir geimfarið sem fór út úr sólkerfinu okkar árið nítján hundruð áttatíu og þrjú
Stjörnufræði	Hvað heitir næsta þyrilvetrarbraut við okkar eigin	Andrómeda	Hvað heitir næsta þyrilvetrarbraut við okkar eigin
Stjörnufræði	Hvað hét fyrsti gervihnötturinn	Spútnik	Hvað hét fyrsti gervihnötturinn
Stjörnufræði	Hvað lýsir upp tunglið	Sólin	Hvað lýsir upp tunglið
Stjörnufræði	Hvenær er hægt að sjá dökku hlið tunglsins frá jörðunni	Aldrei	Hvenær er hægt að sjá dökku hlið tunglsins frá jörðunni
Stjörnufræði	Hver er eina pláneta sólkerfisins sem snýst rangsælis	Venus	Hver er eina pláneta sólkerfisins sem snýst rangsælis
Stjörnufræði	Hvernig eru köldustu stjörnurnar á litinn	Rauðar	Hvernig eru köldustu stjörnurnar á litinn
Stjörnufræði	Hversu margir dagar er einn dagur á tunglinu	27	Hversu margir dagar er einn dagur á tunglinu
Stjörnufræði	Hversu margra milljarða ára gamallt er sólkerfið okkar talið vera	4,6	Hversu margra milljarða ára gamallt er sólkerfið okkar talið vera
Stjörnufræði	Hvort er oftar sólmyrkvi eða tunglmyrkvi séð frá Íslandi	Tunglmyrkvi	Hvort er oftar sólmyrkvi eða tunglmyrkvi séð frá Íslandi
Stjörnufræði	Triton er tungl hvaða reikistjörnu	Neptúnus	Triton er tungl hvaða reikistjörnu
Stjörnufræði	Eru norðurljós á Úranusi	Já	Eru norðurljós á Úranusi
Stjörnufræði	Hvaða ár féll eldhnöttur niður í Tungsuka dal í Siberíu	1908	Hvaða ár féll eldhnöttur niður í Tungsuka dal í Siberíu
Stjörnufræði	Hvaða ár rákust yfir 20 hlutar Shoemaker-Levy á Júpiter	1994	Hvaða ár rákust yfir tuttugu hlutar Shoemaker Levy á Júpiter
Stjörnufræði	Hvaða ómannaða geimfar uppgötvaði Halley's halastjörnuna	Giotto	Hvaða ómannaða geimfar uppgötvaði Halleys halastjörnuna
Stjörnufræði	Hvaða pláneta er áttunda frá sólu	Neptúnus	Hvaða pláneta er áttunda frá sólu
Stjörnufræði	Hvaða pláneta er fimmta frá sólu	Júpiter	Hvaða pláneta er fimmta frá sólu
Stjörnufræði	Hvaða pláneta er fjórða frá sólu	Mars	Hvaða pláneta er fjórða frá sólu
Stjörnufræði	Hvaða pláneta er næst sólu	Merkúríus	Hvaða pláneta er næst sólu
Stjörnufræði	Hvaða pláneta er önnur frá sólu	Venus	Hvaða pláneta er önnur frá sólu
Stjörnufræði	Hvaða pláneta er sjötta frá sólu	Satúrnus	Hvaða pláneta er sjötta frá sólu
Stjörnufræði	Hvaða pláneta hefur styttsta daginn	Júpiter	Hvaða pláneta hefur styttsta daginn
Stjörnufræði	Hvaða pólski stjörnu-, stærð- og hagfræðingur þróaði kenninguna um að jörðin væri ekki í miðju sólkerfisins	Kóperníkus	Hvaða pólski stjörnu stærð og hagfræðingur þróaði kenninguna um að jörðin væri ekki í miðju sólkerfisins
Stjörnufræði	Hvaða reikistjarna fer hraðast	Merkúríus	Hvaða reikistjarna fer hraðast
Stjörnufræði	Hvaða reikistjarna hefur hæstan meðal yfirborðshita	Venus	Hvaða reikistjarna hefur hæstan meðal yfirborðshita
Stjörnufræði	Hvaða reikistjarna hefur stærsta tunglið miðað við sýna eigin stærð	Pluto	Hvaða reikistjarna hefur stærsta tunglið miðað við sýna eigin stærð
Stjörnufræði	Hvaða reikistjarna hefur yfir að ráða minnsta tunglið	Júpíter	Hvaða reikistjarna hefur yfir að ráða minnsta tunglið
Stjörnufræði	Hvaða reikistjarna í sólkerfinu okkar fer í kring um sólina á 88 dögum	Merkúríus	Hvaða reikistjarna í sólkerfinu okkar fer í kring um sólina á áttatíu og átta dögum
Stjörnufræði	Hvaða reikistjarna í sólkerfinu snýst um sjálfa sig í andstæða átt miðað við jörðina	Venus	Hvaða reikistjarna í sólkerfinu snýst um sjálfa sig í andstæða átt miðað við jörðina
Stjörnufræði	Hvað ár var "Sputnik" skotið á loft	1957	Hvað ár var Sputnik skotið á loft
Stjörnufræði	Hvaða stjörnuþoka (vetrarbraut) er talin vera nálægust okkar eigin	Canis Major	Hvaða stjörnuþoka vetrarbraut er talin vera nálægust okkar eigin
Stjörnufræði	Hvaða þekkti danski stjörnufræðingur dó 24. október 1601	Tycho Brahe	Hvaða þekkti danski stjörnufræðingur dó tuttugasta og fjórða október sextán hundruð og eitt
Stjörnufræði	Hvað er annað heiti yfir "Messier Object 31"	Andromeda	Hvað er annað heiti yfir Messier Object þrjátíu og eitt 
Stjörnufræði	Hvað er bjartasta stjarna í stjörnumerkinu Lyra	Vega	Hvað er bjartasta stjarna í stjörnumerkinu Lyra
Stjörnufræði	Hvað er eina plánetan í sólkerfinu okkar sem hefur minni þéttleika en vatn	Satúrnus	Hvað er eina plánetan í sólkerfinu okkar sem hefur minni þéttleika en vatn
Stjörnufræði	Hvað er eina tunglið í sólkerfinu okkar sem vitað er um að hafi lofthjúp	Titan	Hvað er eina tunglið í sólkerfinu okkar sem vitað er um að hafi lofthjúp
Stjörnufræði	Hvað er stærsta tungl í sólkerfinu okkar	Ganymede	Hvað er stærsta tungl í sólkerfinu okkar
Stjörnufræði	Hvað er stjarna sem tímabundið verður bjartari nefnd	Nova	Hvað er stjarna sem tímabundið verður bjartari nefnd
Stjörnufræði	Hvað eru tvær stjörnur kallaðar á Ensku sem snúast umhverfis hverja aðra	Binary Stars	Hvað eru tvær stjörnur kallaðar á Ensku sem snúast umhverfis hverja aðra
Stjörnufræði	Hvað er yfirborð Venusar heitt í celsiusgráðum	470	Hvað er yfirborð Venusar heitt í celsiusgráðum
Stjörnufræði	Hvað getur almyrkvi á sólu staðið í margar mínútur í mesta lagi	Átta	Hvað getur almyrkvi á sólu staðið í margar mínútur í mesta lagi
Stjörnufræði	Hvað heita tungl Mars	Phobos og Deimos	Hvað heita tungl Mars
Stjörnufræði	Hvað heitir halastjarnan sem kemur alltaf aftur með 76 ára millibili	Halley's	Hvað heitir halastjarnan sem kemur alltaf aftur með sjötíu og sex ára millibili
Stjörnufræði	Hvað heitir halastjarnan sem sást frá jörðu 22. Mars árið 1997	Hale-Bopp	Hvað heitir halastjarnan sem sást frá jörðu tuttugu og tvö 
Stjörnufræði	Hvað heitir minnsta plánetan í sólkerfi jarðarinnar	Pluto	Hvað heitir minnsta plánetan í sólkerfi jarðarinnar
Stjörnufræði	Hvað heitir stærsta tungl Júpiters	Ganymede	Hvað heitir stærsta tungl Júpiters
Stjörnufræði	Hvað heitir stærsti loftsteinninn í sólkerfinu okkar	Ceres	Hvað heitir stærsti loftsteinninn í sólkerfinu okkar
Stjörnufræði	Hvað heitir stjörnuþokan sem við erum í (á ensku)	Milky Way	Hvað heitir stjörnuþokan sem við erum í á ensku 
Stjörnufræði	Hvað heitir tungl Satúrnusar sem er það eina í sólkerfinu sem hefur andrúmsloft	Titan	Hvað heitir tungl Satúrnusar sem er það eina í sólkerfinu sem hefur andrúmsloft
Stjörnufræði	Hvað heitir það fyrirbæri þegar sól hrynur undan eigin aðdráttarafli	Svarthol	Hvað heitir það fyrirbæri þegar sól hrynur undan eigin aðdráttarafli
Stjörnufræði	Hvað hét fyrsta geimflaugin sem tók myndir af plánetunni Mars	Mariner 4	Hvað hét fyrsta geimflaugin sem tók myndir af plánetunni Mars
Stjörnufræði	Hvað tekur það sólarljósið langan tíma að berast til jarðar	8 mínútur og 20 sekúndur	Hvað tekur það sólarljósið langan tíma að berast til jarðar
Stjörnufræði	Hvar er "Sea of Tranquility" staðsettur	Tunglinu	Hvar er Sea of Tranquility staðsettur
Stjörnufræði	Hver er bjartasta stjarnan í "Centaurus"	Alpha Centauri	Hver er bjartasta stjarnan í Centaurus 
Stjörnufræði	Hver er bjartasta stjarnan í himninum	Sirius	Hver er bjartasta stjarnan í himninum
Stjörnufræði	Hver er bjartasti loftsteinninn séð frá jörðu	Vesta	Hver er bjartasti loftsteinninn séð frá jörðu
Stjörnufræði	Hver er eina reikistjarnan þar sem hringir hennar sjást frá jörðu	Satúrnus	Hver er eina reikistjarnan þar sem hringir hennar sjást frá jörðu
Stjörnufræði	Hver er eini loftsteinninn sem er sjáanlegur með berum augum	Vesta	Hver er eini loftsteinninn sem er sjáanlegur með berum augum
Stjörnufræði	Hver er faðir Júpíter sem reikistjarna er líka nefnd eftir	Saturn	Hver er faðir Júpíter sem reikistjarna er líka nefnd eftir
Stjörnufræði	Hver er faðir Saturn sem reikistjarna er líka nefnd eftir	Uranus	Hver er faðir Saturn sem reikistjarna er líka nefnd eftir
Stjörnufræði	Hver er sjötta reikistjarnan frá sólu	Satúrnus	Hver er sjötta reikistjarnan frá sólu
Stjörnufræði	Hver er stærsta plánetan í sólkerfi okkar	Júpíter	Hver er stærsta plánetan í sólkerfi okkar
Stjörnufræði	Hver er stærsta pláneta sólkerfisins	Júpiter	Hver er stærsta pláneta sólkerfisins
Stjörnufræði	Hver er stærsti loftsteinn sólkerfisins okkar	Ceres	Hver er stærsti loftsteinn sólkerfisins okkar
Stjörnufræði	Hvernig eru heitustu stjörnunar á litinn	Bláar	Hvernig eru heitustu stjörnunar á litinn
Stjörnufræði	Hvernig er Úranus á litin	Græn	Hvernig er Úranus á litin
Stjörnufræði	Hversu mörg milljón ár er "Galactic Year"	220	Hversu mörg milljón ár er Galactic Year 
Stjörnufræði	Hvert af hinum fjóru stóru tuglunum sem hringsóla Júpiter er nálægast plánetunni	Io	Hvert af hinum fjóru stóru tuglunum sem hringsóla Júpiter er nálægast plánetunni
Stjörnufræði	Hvert er hitastig á yfirborði Plútó í celsíusgráðum	-230	Hvert er hitastig á yfirborði Plútó í celsíusgráðum
Stjörnufræði	Hvert er stærsta tungl Satúrnusar	Títan	Hvert er stærsta tungl Satúrnusar
Stjörnufræði	Hvert var fyrsta nafn Hubble sem Hubble sjónaukinn varður skírður eftir	Edwin	Hvert var fyrsta nafn Hubble sem Hubble sjónaukinn varður skírður eftir
Stjörnufræði	Hvert vísa hornin á vaxandi tungli	Vinstri	Hvert vísa hornin á vaxandi tungli
Stjörnufræði	Hver uppgötvaði fjögur stærstu tungl Júpiters	Galíleó Galileí	Hver uppgötvaði fjögur stærstu tungl Júpiters
Stjörnufræði	Mars hefur 2 tungl, hvað heita þau	Phobos og Deimos	Mars hefur tvö tungl hvað heita þau
Stjörnufræði	Oberon, Titania og Puck eru tungl hvaða plánetu	Úranusar	Oberon Titania og Puck eru tungl hvaða plánetu
Stjörnufræði	Um það bil hversu mörgum milljónum kílómetra er sólin frá jörðunni	150	Um það bil hversu mörgum milljónum kílómetra er sólin frá jörðunni
Stjörnufræði	Hversu hratt fer Merkúríus í kringum sólina(km/s)	47,3	Hversu hratt fer Merkúríus í kringum sólina km á sekúndu 
Stjörnufræði	Hvert er þvermál Mars í metum	6794	Hvert er þvermál Mars í metum
Stjörnufræði	Á hvaða reikistjörnu er fjallshryggurinn "Antoniadi Dorsum"	Merkúríus	Á hvaða reikistjörnu er fjallshryggurinn Antoniadi Dorsum 
Stjörnufræði	Á hvaða reikistjörnu er risavaxna gljúfrið "Valles Marineris"	Mars	Á hvaða reikistjörnu er risavaxna gljúfrið Valles Marineris 
Stjörnufræði	Á hvaða reikistjörnu hálendið "Ishtar Terra"	Venus	Á hvaða reikistjörnu hálendið Ishtar Terra 
Stjörnufræði	Hvaða reikistjörnu tilheyra tunglin Despina og Galatea	Neptúnus	Hvaða reikistjörnu tilheyra tunglin Despina og Galatea
